subjectSlug,subjectName,classLevel,department,topic,difficulty,stem,optionA,optionB,optionC,optionD,correctIndex,explanation,source
english,English Language,ss2,general,Voice,2,'The letter was written by Ada' is in the:,passive voice,active voice,subjunctive,imperative,0,The subject receives the action — passive.,waec-style
english,English Language,ss2,general,Clauses,3,"In 'The man who called is my uncle', 'who called' is:",a phrase,a sentence,a subordinate clause,a main clause,2,It depends on the main clause — subordinate.,waec-style
english,English Language,ss2,general,Clauses,3,Identify the noun clause: 'I know THAT HE IS HONEST.',that he is honest,honest,I know,he is,0,It functions as the object of 'know'.,waec-style
english,English Language,ss2,general,Stress & Sounds,2,How many syllables are in 'education'?,4,2,5,3,0,e-du-ca-tion = 4 syllables.,waec-style
english,English Language,ss2,general,Stress & Sounds,2,The word 'record' is stressed on the FIRST syllable when used as a:,verb,noun,adverb,adjective,1,As a noun: RE-cord; as a verb: re-CORD.,waec-style
english,English Language,ss2,general,Stress & Sounds,3,Which word is stressed on the second syllable?,TEAcher,CIty,hoTEL,TAble,2,ho-TEL carries stress on the second syllable.,waec-style
english,English Language,ss2,general,Parts of Speech,1,"In 'The TWO boys', 'two' is:",a numeral/determiner,a verb,a pronoun,an adverb,0,Numbers that count nouns are determiners (numerals).,waec-style
english,English Language,ss2,general,Parts of Speech,2,'Alas!' is an example of a(n):,interjection,conjunction,preposition,adverb,0,Interjections express sudden feeling.,waec-style
english,English Language,ss2,general,Parts of Speech,2,"In 'He HIMSELF did it', 'himself' is:",a relative pronoun,a reflexive pronoun,a possessive,a demonstrative,1,-self forms acting on the subject are reflexive.,waec-style
english,English Language,ss2,general,Parts of Speech,3,"'And', 'but', 'or' are:",interjections,prepositions,pronouns,conjunctions,3,They join words or clauses.,waec-style
english,English Language,ss2,general,Tenses,1,She ____ her work already.,is finishing,has finished,finishes,finished only,1,'Already' pairs with the present perfect.,waec-style
english,English Language,ss2,general,Tenses,2,They ____ football when it started to rain.,played,were playing,have played,play,1,An action in progress in the past: past continuous.,waec-style
english,English Language,ss2,general,Tenses,2,"If I ____ rich, I would build a school.",were,was being,am,will be,0,Second conditional uses 'were'.,waec-style
english,English Language,ss2,general,Tenses,3,"By the time you arrive, we ____ dinner.",will eat,eat,will have eaten,ate,2,Future perfect for an action completed before a future time.,waec-style
english,English Language,ss2,general,Concord,1,The news ____ good today.,have been,were,are,is,3,'News' is singular: is.,waec-style
english,English Language,ss2,general,Concord,2,Ten naira ____ not enough for the ride.,are,were,being,is,3,Sums of money take singular verbs.,waec-style
english,English Language,ss2,general,Concord,2,The quality of the questions ____ high.,have,is,were,are,1,The head noun 'quality' is singular.,waec-style
english,English Language,ss2,general,Concord,3,Either the teacher or the students ____ responsible.,is,has been,are,was,2,"With 'either...or', the nearer subject governs the verb.",waec-style
english,English Language,ss2,general,Prepositions,1,He arrived ____ Lagos at noon.,at,in,to,into,1,"Arrive IN a city, AT a point.",waec-style
english,English Language,ss2,general,Prepositions,2,She is afraid ____ the dark.,of,from,with,at,0,Afraid OF is standard.,waec-style
english,English Language,ss2,general,Prepositions,2,They congratulated him ____ his success.,with,for,on,about,2,Congratulate somebody ON something.,waec-style
english,English Language,ss2,general,Prepositions,3,The suffix '-ful' in 'careful' means:,again,without,full of,before,2,-ful = full of.,waec-style
english,English Language,ss2,general,Articles,1,He bought ____ university book.,an,the,some,a,3,'University' begins with a /j/ sound: a.,waec-style
english,English Language,ss2,general,Articles,2,____ elephant is the largest land animal.,A,An,Some,The,3,A whole class is expressed with 'the' + singular.,waec-style
english,English Language,ss2,general,Punctuation,2,Which sentence uses the apostrophe correctly?,The boys' books are new,The boy's are new books,The boys books' are new,The boys books are new,0,Plural possessive: boys'.,waec-style
english,English Language,ss2,general,Punctuation,2,Items in a list are separated by:,colons,dashes,commas,full stops,2,Commas separate list items.,waec-style
english,English Language,ss2,general,Vocabulary,1,A doctor who treats children is a:,psychiatrist,podiatrist,physician,paediatrician,3,Paediatricians care for children.,waec-style
english,English Language,ss2,general,Vocabulary,2,A person who writes dictionaries is a:,philologist,cartographer,lexicographer,stenographer,2,Lexicographers compile dictionaries.,waec-style
english,English Language,ss2,general,Vocabulary,2,Something that cannot be read is:,legible,eligible,negligible,illegible,3,Illegible = unreadable.,waec-style
english,English Language,ss2,general,Vocabulary,3,A speech in praise of someone is a:,elegy,eulogy,epitaph,epilogue,1,A eulogy praises; an elegy mourns.,waec-style
english,English Language,ss2,general,Vocabulary,3,The study of word origins is:,ethnology,entomology,ecology,etymology,3,Etymology traces word histories.,waec-style
english,English Language,ss2,general,Lexis & Structure,2,The meeting was put ____ till Friday.,on,up,off,out,2,Put off = postponed.,waec-style
english,English Language,ss2,general,Lexis & Structure,3,The word 'candidly' as used in 'To speak candidly' means:,rudely,quietly,sweetly,frankly,3,"Candidly = frankly, openly.",waec-style
english,English Language,ss2,general,Voice,2,Passive of 'They are building a bridge':,A bridge has built,A bridge is built,A bridge is being built,A bridge was built,2,Present continuous passive: is being built.,waec-style
english,English Language,ss2,general,Question Tags,2,"'She is coming, ____?'",isn't it,is she,isn't she,does she,2,Positive statement → negative tag with same auxiliary.,waec-style
english,English Language,ss2,general,Question Tags,3,"'You hardly study, ____?'",do you,don't you,won't you,didn't you,0,'Hardly' makes it negative → positive tag 'do you'.,waec-style
english,English Language,ss2,general,Phrases & Clauses,2,'In the morning' is a:,clause,fragment only,sentence,phrase,3,No subject+verb finite pair: a phrase.,waec-style
english,English Language,ss2,general,Phrases & Clauses,3,The adverb clause in 'He left because he was tired' is:,because he was tired,he was,tired,He left,0,It tells why — an adverbial clause.,waec-style
english,English Language,ss2,general,Stress & Sounds,2,The number of sounds in 'church' is:,3,5,2,4,0,ch + or + ch = 3 sounds.,waec-style
english,English Language,ss2,general,Stress & Sounds,3,Which pair rhymes?,pull / pool,bite / beat,blue / true,cat / cart,2,Blue and true share the /uː/ sound.,waec-style
english,English Language,ss2,general,Summary Skills,2,A good summary must be:,long,brief and precise,copied,decorated,1,Brevity + accuracy define summaries.,waec-style
english,English Language,ss2,general,Comprehension,2,The topic sentence of a paragraph usually states its:,grammar,end,main idea,spelling,2,It carries the paragraph's central thought.,waec-style
biology,Biology,ss1,science,Cell,1,The cell organelle known as the powerhouse is the:,ribosome,vacuole,nucleus,mitochondrion,3,"Mitochondria carry out respiration, releasing energy.",jamb-style
biology,Biology,ss1,science,Cell,1,Which organelle contains the cell's DNA?,Nucleus,Ribosome,Lysosome,Centrosome,0,The nucleus stores genetic material.,jamb-style
biology,Biology,ss2,science,Cell,2,The site of protein synthesis in a cell is the:,chloroplast,Golgi body,ribosome,mitochondrion,2,Ribosomes assemble amino acids into proteins.,jamb-style
biology,Biology,ss2,science,Cell,2,Which structure is found in plant cells but NOT animal cells?,Mitochondrion,Nucleus,Cell wall,Cell membrane,2,Plant cells have cellulose cell walls.,jamb-style
biology,Biology,ss2,science,Cell,2,The process by which water passes across a semi-permeable membrane is:,osmosis,diffusion,plasmolysis,active transport,0,Osmosis is the movement of water down a water-potential gradient.,jamb-style
biology,Biology,ss3,science,Cell,3,Plasmolysis occurs when a plant cell is placed in a:,hypertonic solution,hypotonic solution,isotonic solution,distilled water,0,Water leaves the cell in a hypertonic solution; the protoplasm shrinks.,jamb-style
biology,Biology,ss2,science,Cell,2,Which tissue transports water in flowering plants?,Cortex,Xylem,Phloem,Cambium,1,Xylem carries water and dissolved minerals upward.,jamb-style
biology,Biology,ss2,science,Cell,2,The tissue that transports manufactured food in plants is:,pith,epidermis,xylem,phloem,3,Phloem translocates sucrose and other products.,jamb-style
biology,Biology,ss1,science,Nutrition,1,Photosynthesis produces glucose and:,hydrogen,nitrogen,oxygen,carbon dioxide,2,6CO₂ + 6H₂O → C₆H₁₂O₆ + 6O₂.,jamb-style
biology,Biology,ss1,science,Nutrition,1,The green pigment needed for photosynthesis is:,carotene,chlorophyll,melanin,haemoglobin,1,Chlorophyll traps light energy.,jamb-style
biology,Biology,ss2,science,Nutrition,2,Which element is needed by plants in the largest quantity for leaf growth?,Zinc,Boron,Nitrogen,Copper,2,Nitrogen is a major component of proteins and chlorophyll.,jamb-style
biology,Biology,ss2,science,Nutrition,2,The enzyme in saliva acts on:,fats,vitamins,starch,proteins,2,Salivary amylase (ptyalin) breaks down starch to maltose.,jamb-style
biology,Biology,ss2,science,Nutrition,2,Bile is produced by the ____ and stored in the ____.,liver; gall bladder,gall bladder; liver,pancreas; liver,stomach; pancreas,0,Bile is made in the liver and stored in the gall bladder.,jamb-style
biology,Biology,ss2,science,Nutrition,2,The end products of protein digestion are:,amino acids,glycerol,fatty acids,glucose,0,Proteins are digested to amino acids.,jamb-style
biology,Biology,ss3,science,Nutrition,3,Deficiency of vitamin C causes:,rickets,scurvy,night blindness,beri-beri,1,Vitamin C deficiency causes scurvy — bleeding gums.,jamb-style
biology,Biology,ss2,science,Nutrition,2,Which vitamin is produced in the skin by sunlight?,Vitamin D,Vitamin C,Vitamin A,Vitamin K,0,Sunlight converts a skin sterol to vitamin D.,jamb-style
biology,Biology,ss1,science,Respiration,1,The gas taken in during aerobic respiration is:,carbon dioxide,hydrogen,oxygen,nitrogen,2,Aerobic respiration uses oxygen.,jamb-style
biology,Biology,ss2,science,Respiration,2,Anaerobic respiration in muscle produces lactic acid and:,little ATP,oxygen,much ATP,alcohol,0,Anaerobic respiration yields far less ATP.,jamb-style
biology,Biology,ss2,science,Respiration,2,"The first stage of cellular respiration, glycolysis, occurs in the:",nucleus,ribosome,mitochondrion,cytoplasm,3,Glycolysis occurs in the cytoplasm.,jamb-style
biology,Biology,ss3,science,Respiration,3,One molecule of glucose can yield up to how many ATP (approx.)?,100,8,2,38,3,Complete oxidation of glucose yields about 38 ATP.,jamb-style
biology,Biology,ss1,science,Transport,1,The blood cells that carry oxygen are:,red blood cells,platelets,white blood cells,plasma cells,0,Red blood cells contain haemoglobin.,jamb-style
biology,Biology,ss2,science,Transport,2,The blood vessel that carries blood AWAY from the heart is an:,capillary,auricle,vein,artery,3,Arteries carry blood away from the heart.,jamb-style
biology,Biology,ss2,science,Transport,2,Which chamber of the heart pumps blood to the body?,Left ventricle,Right atrium,Right ventricle,Left atrium,0,The left ventricle pumps blood through the aorta.,jamb-style
biology,Biology,ss2,science,Transport,2,The liquid part of blood is:,plasma,serum only,lymph,haemoglobin,0,Plasma is the fluid matrix of blood.,jamb-style
biology,Biology,ss3,science,Transport,3,Blood in the pulmonary artery is:,deoxygenated,empty,oxygenated,mixed,0,It carries deoxygenated blood to the lungs.,jamb-style
biology,Biology,ss1,science,Excretion,1,The organ that removes urea from the blood is the:,skin,lung,kidney,liver,2,Kidneys filter urea from blood to form urine.,jamb-style
biology,Biology,ss2,science,Excretion,2,The basic functional unit of the kidney is the:,villus,nephron,neurone,alveolus,1,Each kidney contains about a million nephrons.,jamb-style
biology,Biology,ss2,science,Excretion,2,Which structure is the site of gaseous exchange in the lungs?,Bronchus,Pleura,Trachea,Alveolus,3,Alveoli are thin-walled air sacs for gas exchange.,jamb-style
biology,Biology,ss2,science,Excretion,2,The liver excretes bile pigments and also stores:,urea,glycogen,oxygen,insulin,1,The liver stores glycogen and many vitamins.,jamb-style
biology,Biology,ss1,science,Reproduction,1,The male gamete in flowering plants is contained in the:,stigma,ovule,sepal,pollen grain,3,Pollen carries the male gamete.,jamb-style
biology,Biology,ss2,science,Reproduction,2,Fertilisation in flowering plants occurs in the:,ovary,stigma,anther,style,0,"It occurs in the ovary, forming the zygote.",jamb-style
biology,Biology,ss2,science,Reproduction,2,"In humans, fertilisation normally occurs in the:",vagina,ovary,oviduct,uterus,2,Sperm meets egg in the oviduct (fallopian tube).,jamb-style
biology,Biology,ss2,science,Reproduction,2,The placenta allows exchange between mother and foetus of:,nothing,urea only,blood cells directly,food and oxygen,3,Nutrients and gases diffuse across; blood does not mix.,jamb-style
biology,Biology,ss3,science,Reproduction,3,The menstrual cycle is controlled mainly by:,thyroxine,adrenaline,oestrogen and progesterone,insulin,2,Ovarian hormones control the cycle.,jamb-style
biology,Biology,ss3,science,Reproduction,3,Which is NOT an asexual method of reproduction?,binary fission,conjugation,spore formation,budding,1,Conjugation involves two parents exchanging genetic material.,jamb-style
biology,Biology,ss2,science,Genetics,2,The physical expression of a gene pair is the:,gamete,allele,phenotype,genotype,2,Phenotype is what is seen/expressed.,jamb-style
biology,Biology,ss2,science,Genetics,2,A cross between two heterozygous tall plants (Tt × Tt) gives a phenotypic ratio of:,3:1,1:1,9:3:3:1,1:2:1,0,Three tall to one short.,jamb-style
biology,Biology,ss3,science,Genetics,3,The genetic make-up of an organism is its:,phenotype,karyotype,genotype,phenocopy,2,Genotype = the alleles present.,jamb-style
biology,Biology,ss3,science,Genetics,3,A person with genotype IAi has blood group:,AB,A,B,O,1,"IA is dominant over i, so the group is A.",jamb-style
biology,Biology,ss3,science,Genetics,3,Down's syndrome results from:,a missing chromosome,an extra chromosome 21,a gene mutation,a virus,1,Trisomy of chromosome 21.,jamb-style
biology,Biology,ss1,science,Ecology,1,Organisms that make their own food are called:,autotrophs,heterotrophs,parasites,saprophytes,0,Autotrophs photosynthesise.,jamb-style
biology,Biology,ss1,science,Ecology,1,"In a food chain, green plants are:",decomposers,producers,predators,primary consumers,1,Plants produce food for the chain.,jamb-style
biology,Biology,ss2,science,Ecology,2,Organisms that break down dead matter are:,carnivores,producers,decomposers,herbivores,2,Bacteria and fungi decompose dead remains.,jamb-style
biology,Biology,ss2,science,Ecology,2,The transfer of energy in an ecosystem is:,constant,linear and lost at each step,reversible,cyclical,1,Energy flows one way; much is lost as heat at each level.,jamb-style
biology,Biology,ss2,science,Ecology,2,Which gas contributes most to global warming?,Argon,Nitrogen,Oxygen,Carbon dioxide,3,CO₂ traps infrared radiation in the atmosphere.,jamb-style
biology,Biology,ss3,science,Ecology,3,Symbiosis where BOTH partners benefit is:,parasitism,mutualism,predation,commensalism,1,"Mutualism benefits both, e.g. rhizobium in legumes.",jamb-style
biology,Biology,ss1,science,Nervous System,1,The basic unit of the nervous system is the:,neutron,axon,neurone,nephron,2,The neurone (nerve cell) transmits impulses.,jamb-style
biology,Biology,ss2,science,Nervous System,2,The gap between two neurones is the:,synapse,myelin,node,dendrite,0,Impulses cross the synapse chemically.,jamb-style
biology,Biology,ss2,science,Nervous System,2,Which part of the brain controls balance?,Cerebrum,Medulla,Hypothalamus,Cerebellum,3,The cerebellum coordinates posture and balance.,jamb-style
biology,Biology,ss2,science,Nervous System,2,A reflex action is controlled by the:,cerebellum only,spinal cord,cerebrum,medulla only,1,Reflex arcs pass through the spinal cord.,jamb-style
biology,Biology,ss2,science,Hormones,2,Insulin is produced by the:,pituitary,kidney,pancreas,liver,2,Beta cells of the islets of Langerhans secrete insulin.,jamb-style
biology,Biology,ss2,science,Hormones,2,Insulin lowers blood:,salt,glucose,oxygen,calcium,1,"Insulin promotes glucose uptake, lowering blood sugar.",jamb-style
biology,Biology,ss3,science,Hormones,3,The 'master gland' of the body is the:,thyroid,pancreas,adrenal,pituitary,3,The pituitary controls other endocrine glands.,jamb-style
biology,Biology,ss3,science,Hormones,3,Adrenaline prepares the body for:,sleep,fight or flight,growth,digestion,1,It raises heart rate and blood glucose.,jamb-style
biology,Biology,ss1,science,Diversity,1,Malaria is caused by:,a virus,a bacterium,Plasmodium (a protozoan),a fungus,2,Plasmodium is transmitted by female Anopheles mosquitoes.,jamb-style
biology,Biology,ss2,science,Diversity,2,Which organism causes cholera?,Plasmodium,Vibrio cholerae,Candida,Ascaris,1,Cholera is a bacterial disease.,jamb-style
biology,Biology,ss2,science,Diversity,2,HIV is transmitted by all EXCEPT:,sharing needles,sexual contact,handshakes,blood transfusion,2,Casual contact does not transmit HIV.,jamb-style
biology,Biology,ss2,science,Diversity,2,Bacteria that are rod-shaped are called:,bacilli,vibrio,cocci,spirilla,0,Bacilli are rods; cocci are spheres.,jamb-style
biology,Biology,ss3,science,Diversity,3,The five-kingdom classification was proposed by:,Mendel,Linnaeus,Darwin,Robert Whittaker,3,Whittaker's five kingdoms (1969).,jamb-style
biology,Biology,ss1,science,Life Processes,1,Which is a characteristic of ALL living things?,respiration,flight,photosynthesis,speech,0,All living things respire.,jamb-style
biology,Biology,ss2,science,Life Processes,2,The increase in size of an organism is called:,development,nutrition,reproduction,growth,3,Growth is a permanent increase in size.,jamb-style
biology,Biology,ss2,science,Life Processes,2,Responsiveness of an organism to stimuli is called:,turgidity,motility,irritability,plasticity,2,Irritability = response to stimuli.,jamb-style
biology,Biology,ss1,science,Skeleton,1,The long bone of the upper arm is the:,humerus,radius,femur,tibia,0,The bone of the upper arm is the humerus.,jamb-style
biology,Biology,ss1,science,Skeleton,1,The longest bone in the human body is the:,humerus,fibula,tibia,femur,3,The femur (thigh bone) is the longest.,jamb-style
biology,Biology,ss2,science,Skeleton,2,The joint at the shoulder is a:,ball and socket joint,pivot joint,hinge joint,fixed joint,0,Ball and socket allows rotation in many planes.,jamb-style
biology,Biology,ss2,science,Skeleton,2,Cartilage differs from bone because it:,contains minerals,is flexible,has marrow,is hard,1,Cartilage is firm but flexible.,jamb-style
biology,Biology,ss2,science,Respiratory,2,"During inhalation, the diaphragm:",disappears,contracts and flattens,relaxes,rises,1,"A contracting, flattened diaphragm enlarges the chest cavity.",jamb-style
biology,Biology,ss3,science,Respiratory,3,Oxygen is transported in blood mainly as:,carbonic acid,dissolved gas,oxyhaemoglobin,plasma protein,2,Haemoglobin binds oxygen to form oxyhaemoglobin.,jamb-style
biology,Biology,ss2,science,Plant Biology,2,Geotropism is a growth response to:,water,light,gravity,touch,2,Geo- refers to gravity.,jamb-style
biology,Biology,ss2,science,Plant Biology,2,Auxin is a plant:,gas,pigment,hormone,cell,2,Auxins regulate growth.,jamb-style
biology,Biology,ss3,science,Plant Biology,3,Insect-pollinated flowers usually have:,no petals,feathery stigmas,sticky pollen and scent,much pollen in wind,2,They attract insects with scent/nectar and sticky pollen.,jamb-style
biology,Biology,ss2,science,Plant Biology,2,"Seed germination requires water, oxygen and a suitable:",soil,fungus,temperature,light,2,Warmth (temperature) is the third need.,jamb-style
biology,Biology,ss3,science,Evolution,3,Natural selection was proposed by:,Mendel,Pasteur,Lamarck only,Charles Darwin,3,Darwin published it in 'On the Origin of Species'.,jamb-style
biology,Biology,ss3,science,Evolution,3,Fossils are evidence of:,past life,plant hormones,future organisms,living bacteria,0,Fossils are preserved remains of past life.,jamb-style
biology,Biology,ss2,science,Homeostasis,2,Homeostasis means maintaining a constant internal:,population,species,environment,size,2,It is the regulation of the internal environment.,jamb-style
biology,Biology,ss3,science,Homeostasis,3,Sweating cools the body because water evaporating:,creates salt,absorbs latent heat,releases heat,blocks sun,1,Evaporation absorbs latent heat from the skin.,jamb-style
biology,Biology,ss2,science,Homeostasis,2,"When blood sugar falls, the pancreas secretes:",glucagon,adrenaline,bile,insulin,0,Glucagon raises blood glucose.,jamb-style
biology,Biology,ss2,science,Agricultural Bio,2,Legumes improve soil fertility because their roots harbour bacteria that fix:,nitrogen,carbon,oxygen,phosphorus,0,Rhizobium fixes atmospheric nitrogen.,jamb-style
biology,Biology,ss2,science,Senses,2,The lens of the eye focuses light on the:,retina,cornea,optic nerve,iris,0,The retina bears the light-sensitive cells.,jamb-style
biology,Biology,ss2,science,Senses,2,Colour blindness results from a defect in the:,cornea,pupil,lens,retinal cones,3,Cones handle colour vision.,jamb-style
biology,Biology,ss1,science,Tools,1,The instrument used to observe cells is a:,telescope,microscope,barometer,periscope,1,Microscopes magnify tiny structures.,jamb-style
biology,Biology,ss2,science,Cell,2,Which organelle packages and secretes cell products?,Golgi body,Nucleolus,Ribosome,Vacuole,0,The Golgi body packages secretions.,jamb-style
biology,Biology,ss2,science,Nutrition,2,Photosynthesis mainly occurs in the ____ of the leaf.,xylem,epidermis,cuticle,mesophyll (palisade) cells,3,Palisade mesophyll holds most chloroplasts.,jamb-style
biology,Biology,ss3,science,Transport,3,The valve between the left atrium and left ventricle is the:,aortic,tricuspid,pulmonary,bicuspid (mitral),3,The mitral valve guards the left side.,jamb-style
biology,Biology,ss3,science,Genetics,3,A cross Tt × Tt produces homozygous offspring in the ratio:,1 tall : 1 short,1 TT : 2 Tt : 1 tt,all Tt,3 : 1,1,Genotypic ratio 1:2:1.,jamb-style
biology,Biology,ss2,science,Ecology,2,The natural home of an organism is its:,population,niche,habitat,biome only,2,Habitat = address; niche = role.,jamb-style
biology,Biology,ss3,science,Ecology,3,The water cycle returns water to the atmosphere mainly by:,filtration,transpiration and evaporation,rain only,erosion,1,Evaporation + transpiration lift water vapour.,jamb-style
biology,Biology,ss2,science,Nervous System,2,The largest part of the human brain is the:,cerebrum,medulla,pons,cerebellum,0,The cerebrum handles higher functions.,jamb-style
biology,Biology,ss2,science,Respiration,2,Yeasts ferment glucose to ____ and CO₂.,ethanol,methane,glycogen,lactic acid,0,Alcoholic fermentation yields ethanol.,jamb-style
biology,Biology,ss2,science,Reproduction,2,Wind-pollinated flowers usually have:,bright petals,large sticky stigmas,small feathery stigmas,nectar,2,Feathery stigmas catch airborne pollen.,jamb-style
biology,Biology,ss2,science,Health,2,Vaccines contain ____ to stimulate immunity.,antibiotics,sugar,toxins only,weakened pathogens or their parts,3,Antigens train the immune system safely.,jamb-style
biology,Biology,ss3,science,Genetics,3,Haemophilia is a ____-linked condition.,Y,X,autosome only,Z,1,Its gene sits on the X chromosome.,jamb-style
biology,Biology,ss2,science,Diversity,2,Mushrooms and moulds belong to the kingdom:,Monera,Fungi,Protista,Plantae,1,Fungi absorb food and reproduce by spores.,jamb-style
chemistry,Chemistry,ss1,science,Atomic Structure,1,The proton number of an atom is the number of:,nucleons,neutrons,electrons plus neutrons,protons,3,Proton (atomic) number = number of protons.,jamb-style
chemistry,Chemistry,ss1,science,Atomic Structure,1,An atom of carbon with mass number 12 has how many neutrons?,18,12,0,6,3,Neutrons = mass number − proton number = 12 − 6.,jamb-style
chemistry,Chemistry,ss2,science,Atomic Structure,2,Isotopes of an element have the same number of ____ but different ____.,electrons; protons,protons; electrons,protons; neutrons,neutrons; protons,2,Isotopes differ only in neutron number.,jamb-style
chemistry,Chemistry,ss2,science,Atomic Structure,2,The electron configuration of sodium (Z=11) is:,"2,8,1","1,8,2","2,9","2,8,8",0,"2 in K, 8 in L, 1 in M shell.",jamb-style
chemistry,Chemistry,ss3,science,Atomic Structure,3,Sub-atomic particle with NO charge:,neutron,electron,proton,positron,0,Neutrons are electrically neutral.,jamb-style
chemistry,Chemistry,ss1,science,Periodic Table,1,Elements in the same group of the periodic table have the same number of:,neutrons,outer-shell electrons,shells,protons,1,Group number reflects outer electron count.,jamb-style
chemistry,Chemistry,ss2,science,Periodic Table,2,The most reactive non-metal group is the:,alkali metals,transition metals,halogens,noble gases,2,Halogens (group 7) are highly reactive non-metals.,jamb-style
chemistry,Chemistry,ss2,science,Periodic Table,2,Noble gases are unreactive because they:,have full outer shells,are heavy,are gases,conduct electricity,0,A complete outer shell means stability.,jamb-style
chemistry,Chemistry,ss2,science,Periodic Table,2,"Moving across a period, atomic radius:",increases,decreases,stays constant,doubles,1,Greater nuclear charge pulls electrons closer.,jamb-style
chemistry,Chemistry,ss1,science,Bonding,1,Bond formed by TRANSFER of electrons is:,covalent,metallic,electrovalent,hydrogen,2,Ionic (electrovalent) bonds involve electron transfer.,jamb-style
chemistry,Chemistry,ss1,science,Bonding,1,Bond formed by SHARING electrons is:,covalent,ionic,dative only,electrovalent,0,Covalent bonds share electron pairs.,jamb-style
chemistry,Chemistry,ss2,science,Bonding,2,The bond in a nitrogen molecule (N₂) is:,triple,ionic,single,double,0,N₂ has a triple covalent bond.,jamb-style
chemistry,Chemistry,ss2,science,Bonding,2,Which compound contains ionic bonds?,NaCl,CH₄,CO₂,H₂O,0,Sodium chloride is ionic (metal + non-metal).,jamb-style
chemistry,Chemistry,ss3,science,Bonding,3,A dative (coordinate) covalent bond is one where:,electrons transfer,ions form,both electrons come from one atom,electrons are shared equally,2,The shared pair is donated by one atom only.,jamb-style
chemistry,Chemistry,ss2,science,Bonding,2,The shape of the water molecule is:,bent (angular),tetrahedral,linear,trigonal planar,0,Two lone pairs bend the molecule ≈104.5°.,jamb-style
chemistry,Chemistry,ss1,science,States of Matter,1,The change from solid directly to gas is:,condensation,sublimation,evaporation,freezing,1,"Sublimation, e.g. iodine and dry ice.",jamb-style
chemistry,Chemistry,ss1,science,States of Matter,1,Diffusion is fastest in:,vacuum of space,solids,liquids,gases,3,Gas particles move freely and fast.,jamb-style
chemistry,Chemistry,ss2,science,States of Matter,2,Brownian motion demonstrates that particles:,are visible,are static,move randomly,are heavy,2,Random motion of smoke particles evidences molecular movement.,jamb-style
chemistry,Chemistry,ss2,science,Mole Concept,2,One mole of any substance contains ____ particles.,1.6 × 10⁻¹⁹,3.0 × 10⁸,6.0 × 10²³,9.8,2,Avogadro's number ≈ 6.0 × 10²³.,jamb-style
chemistry,Chemistry,ss2,science,Mole Concept,2,The mass of one mole of carbon atoms is:,1 g,6 g,12 g,44 g,2,Molar mass of carbon = 12 g/mol.,jamb-style
chemistry,Chemistry,ss3,science,Mole Concept,3,"How many moles are in 44 g of CO₂? (C=12, O=16)",4,1,0.5,2,1,"M(CO₂)=44 g/mol, so 44 g = 1 mole.",jamb-style
chemistry,Chemistry,ss3,science,Mole Concept,3,The volume occupied by 1 mole of gas at s.t.p. is about:,224 dm³,22.4 dm³,2.24 dm³,1 dm³,1,Molar volume at s.t.p. ≈ 22.4 dm³.,jamb-style
chemistry,Chemistry,ss2,science,Electrolysis,2,Electrolysis is the decomposition of an electrolyte by:,heat,electric current,catalyst,light,1,A direct current drives the decomposition.,jamb-style
chemistry,Chemistry,ss2,science,Electrolysis,2,"During electrolysis, reduction occurs at the:",electrolyte,battery,cathode,anode,2,Cations gain electrons at the cathode (reduction).,jamb-style
chemistry,Chemistry,ss3,science,Electrolysis,3,"In the electrolysis of molten NaCl, the product at the cathode is:",sodium,oxygen,hydrogen,chlorine,0,Na⁺ ions are reduced to sodium metal.,jamb-style
chemistry,Chemistry,ss3,science,Electrolysis,3,"In dilute H₂SO₄ electrolysis, the gas at the anode is:",sulphur dioxide,oxygen,hydrogen,chlorine,1,"OH⁻ is discharged, giving oxygen.",jamb-style
chemistry,Chemistry,ss1,science,Acids & Bases,1,The pH of a neutral solution at 25°C is:,7,0,1,14,0,pH 7 is neutral.,jamb-style
chemistry,Chemistry,ss1,science,Acids & Bases,1,Which is a strong acid?,citric acid,carbonic acid,hydrochloric acid,ethanoic acid,2,HCl ionises completely in water.,jamb-style
chemistry,Chemistry,ss2,science,Acids & Bases,2,The salt formed when HCl reacts with NaOH is:,NaNO₃,NaCl,NaCO₃,Na₂SO₄,1,HCl + NaOH → NaCl + H₂O.,jamb-style
chemistry,Chemistry,ss2,science,Acids & Bases,2,An alkali turns litmus paper:,pink,blue to red,red to blue,colourless,2,Alkalis turn red litmus blue.,jamb-style
chemistry,Chemistry,ss2,science,Acids & Bases,2,"The ionic product of water, Kw, at 25°C equals:",1 × 10⁷,1 × 10⁻⁷,1 × 10¹⁴,1 × 10⁻¹⁴,3,[H⁺][OH⁻] = 1 × 10⁻¹⁴ at 25 °C.,jamb-style
chemistry,Chemistry,ss3,science,Acids & Bases,3,A Lewis acid is an electron-pair:,sharer,acceptor,none,donor,1,Lewis acids accept electron pairs.,jamb-style
chemistry,Chemistry,ss2,science,Rates & Equilibrium,2,Increasing temperature increases reaction rate because particles:,grow,collide more energetically and often,shrink,disappear,1,"More frequent, more energetic collisions.",jamb-style
chemistry,Chemistry,ss2,science,Rates & Equilibrium,2,A catalyst speeds a reaction by:,lowering activation energy,raising temperature,increasing mass,changing products,0,It offers a lower-energy pathway.,jamb-style
